Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE36363	GSM889657	GPL3720	Tumor	157	287	-1.3771	7.6346	-0.5913	1.5021	0.0093	0.0082	0.4921	0.5214
GSE36363	GSM889658	GPL3720	Tumor	131	401	-1.1432	12.0399	-0.5102	1.4447	0.0102	0.0000	0.4779	0.4970
GSE36363	GSM889659	GPL3720	Tumor	172	331	-0.4916	1.2422	-0.5330	1.4378	0.0000	0.0393	0.6740	0.4899
GSE36363	GSM889660	GPL3720	Tumor	126	147	-4.2373	30.0016	-0.5539	1.7875	-0.0053	0.0055	0.6129	0.5072
GSE36363	GSM889661	GPL3720	Tumor	99	153	-4.1204	18.1852	-0.6108	2.1203	0.0012	0.0047	0.5291	0.5006
GSE36363	GSM889662	GPL3720	Tumor	98	370	-2.8216	29.0644	-0.7176	1.9318	0.0018	-0.0013	0.4277	0.4948
GSE36363	GSM889663	GPL3720	Tumor	84	164	-4.5750	26.2004	-0.5597	2.1978	0.0090	-0.0011	0.3727	0.5007
GSE36363	GSM889664	GPL3720	Tumor	118	285	-2.3455	12.8419	0.1071	-0.0125	-0.0041	0.0197	0.5591	0.4718
GSE36363	GSM889665	GPL3720	Tumor	381	406	-1.8862	5.7669	0.0803	0.5048	-0.0266	-0.0273	0.4974	0.4989
GSE36363	GSM889666	GPL3720	Tumor	155	318	0.4267	6.8817	0.2472	-0.2153	-0.0089	0.0000	0.5343	0.5141
GSE36363	GSM889667	GPL3720	Tumor	126	370	0.7904	8.7520	0.2414	-0.3052	-0.0075	0.0068	0.5945	0.4782
GSE36363	GSM889668	GPL3720	Tumor	255	351	0.4803	3.0546	0.2589	-0.2126	-0.0058	0.0079	0.5856	0.5012
GSE36363	GSM889669	GPL3720	Tumor	89	244	-4.7579	34.3415	0.0550	0.0961	0.0103	0.0027	0.3855	0.4990
GSE36363	GSM889670	GPL3720	Tumor	166	382	1.0619	3.2418	0.2753	-0.1068	-0.0193	0.0004	0.5595	0.4922
GSE36363	GSM889671	GPL3720	Tumor	118	218	-1.4667	10.9361	0.1398	-0.0486	-0.0056	0.0000	0.5427	0.5158
GSE36363	GSM889672	GPL3720	Tumor	97	246	1.6166	5.2565	0.2011	-0.1610	-0.0192	0.0346	0.8039	0.4916
GSE36363	GSM889673	GPL3720	Tumor	566	177	-1.5034	3.3113	0.0331	0.0511	-0.0300	0.0071	0.5926	0.5002
GSE36363	GSM889674	GPL3720	Tumor	86	351	0.8022	15.6089	0.1281	-0.1368	0.0017	0.0044	0.6445	0.5183
GSE36363	GSM889675	GPL3720	Tumor	114	273	2.5574	9.6798	0.0708	-0.0324	0.0134	0.0000	0.3154	0.4898
GSE36363	GSM889676	GPL3720	Tumor	131	308	-1.1118	8.9297	-0.0179	0.0153	0.0061	0.0014	0.4815	0.5023
GSE36363	GSM889677	GPL3720	Tumor	218	319	1.3619	3.4841	0.2441	-0.0464	-0.0133	-0.0752	0.4020	0.4935
GSE36363	GSM889678	GPL3720	Tumor	73	275	2.9224	14.9903	-0.0653	0.1911	0.0091	0.0019	0.2416	0.5393
GSE36363	GSM889679	GPL3720	Tumor	109	276	0.2946	6.0401	0.3708	-0.1659	-0.0098	-0.0127	0.4708	0.4925
GSE36363	GSM889680	GPL3720	Tumor	300	384	-0.9461	5.5207	0.1480	-0.1257	-0.0124	-0.0082	0.5219	0.5013
GSE36363	GSM889681	GPL3720	Tumor	439	358	-1.3943	4.3702	-0.0260	-0.0026	-0.0123	0.0262	0.6335	0.5054
GSE36363	GSM889682	GPL3720	Tumor	572	467	-1.2702	2.6300	-0.0248	0.2249	-0.0017	-0.0208	0.4863	0.4999
GSE36363	GSM889683	GPL3720	Tumor	151	261	0.2393	11.1984	0.2276	-0.3651	-0.0256	-0.0155	0.5662	0.5143
GSE36363	GSM889684	GPL3720	Tumor	1642	373	-0.7638	0.7688	-0.1829	0.3446	-0.0174	0.0026	0.5537	0.5001
GSE36363	GSM889685	GPL3720	Tumor	143	308	0.5691	7.2099	0.0548	0.7599	-0.0122	-0.0304	0.4701	0.4701
GSE36363	GSM889686	GPL3720	Tumor	148	278	1.6870	6.8004	0.0299	0.1383	0.0121	0.0019	0.4756	0.4990
GSE36363	GSM889687	GPL3720	Tumor	102	626	0.3452	13.8953	0.0763	0.0133	0.0002	-0.0049	0.4201	0.5218
GSE36363	GSM889688	GPL3720	Tumor	223	273	0.4112	1.9566	0.1846	0.1529	-0.0022	-0.1355	0.4684	0.4987
GSE36363	GSM889689	GPL3720	Tumor	163	298	0.5709	7.0409	0.0169	0.1832	0.0091	0.0219	0.5861	0.4962
GSE36363	GSM889690	GPL3720	Tumor	185	374	0.8917	3.0345	0.2248	-0.1222	-0.0042	0.0000	0.5230	0.4939
GSE36363	GSM889691	GPL3720	Tumor	184	248	0.6402	2.9609	0.3193	-0.0784	-0.0170	-0.0057	0.5558	0.5081
GSE36363	GSM889692	GPL3720	Tumor	105	174	-1.1786	9.9979	-0.0465	0.5057	-0.0283	-0.0392	0.3573	0.4790
GSE36363	GSM889693	GPL3720	Tumor	169	250	0.9486	3.9508	0.3076	-0.0909	-0.0224	-0.0411	0.4535	0.4911
GSE36363	GSM889694	GPL3720	Tumor	92	236	3.7557	17.8362	0.2050	-0.0208	-0.0095	-0.0449	0.4793	0.5036
GSE36363	GSM889695	GPL3720	Tumor	463	199	-0.4991	3.5775	0.1289	-0.0038	-0.0065	-0.0244	0.4808	0.4963
GSE36363	GSM889696	GPL3720	Tumor	125	184	-0.7605	8.2205	0.1049	0.0000	0.0012	-0.0130	0.3742	0.4906
GSE36363	GSM889697	GPL3720	Tumor	164	325	-1.7655	12.9023	0.1188	-0.1331	-0.0006	0.0034	0.5730	0.5129
GSE36363	GSM889698	GPL3720	Tumor	109	324	-1.1962	22.0794	0.2051	-0.1536	-0.0035	-0.0088	0.4156	0.5449
GSE36363	GSM889699	GPL3720	Tumor	82	375	2.5675	17.1005	0.1699	-0.1788	-0.0260	-0.0211	0.7862	0.4693
GSE36363	GSM889700	GPL3720	Tumor	195	363	1.1623	5.2676	0.1241	-0.0794	0.0036	0.0632	0.6172	0.5175
GSE36363	GSM889701	GPL3720	Tumor	136	446	-0.1257	2.3721	0.1474	-0.2214	-0.0033	0.0327	0.7882	0.4580
GSE36363	GSM889702	GPL3720	Tumor	134	377	-0.5350	8.3553	0.1470	0.1728	-0.0342	-0.0384	0.4682	0.4984
GSE36363	GSM889703	GPL3720	Tumor	114	368	-0.7777	14.5857	0.1762	-0.2967	-0.0111	-0.0159	0.4445	0.5185
GSE36363	GSM889704	GPL3720	Tumor	92	205	-2.8661	27.7398	-0.0980	0.3990	0.0090	0.0331	0.6672	0.5068
GSE36363	GSM889706	GPL3720	Tumor	87	161	-2.4262	18.7989	0.0715	-0.1649	0.0083	0.0276	0.6445	0.4918
GSE36363	GSM889708	GPL3720	Tumor	665	326	-0.7977	2.0537	0.1142	0.0876	-0.0003	-0.0262	0.4775	0.5006
GSE36363	GSM889710	GPL3720	Tumor	74	150	5.2788	33.1360	0.2859	-0.0745	0.0048	-0.0066	0.1891	0.4774
GSE36363	GSM889713	GPL3720	Normal	79	239	-0.8012	23.2081	-0.0004	-0.0415	0.0131	0.0060	0.2137	0.4751
GSE36363	GSM889715	GPL3720	Normal	87	773	3.7999	14.5078	0.2621	-0.0324	-0.0101	-0.0184	0.4158	0.5821
GSE36363	GSM889717	GPL3720	Normal	80	278	3.0709	13.8940	0.1431	0.1139	-0.0027	-0.0107	0.1866	0.5368
GSE36363	GSM889719	GPL3720	Normal	78	224	-0.6716	18.1143	0.2352	0.0480	-0.0034	-0.0097	0.1472	0.4858
GSE36363	GSM889720	GPL3720	Normal	76	188	1.5158	20.0203	0.1566	0.1746	-0.0028	-0.0093	0.1994	0.4744
GSE36363	GSM889721	GPL3720	Normal	547	553	-1.6986	3.8178	-0.0779	0.3168	0.0023	0.0647	0.6118	0.5023
GSE36363	GSM889722	GPL3720	Normal	82	351	-3.2171	17.3641	0.0621	-0.1437	0.0010	0.0015	0.6304	0.4932
GSE36363	GSM889723	GPL3720	Normal	85	226	0.0373	20.7198	0.1379	0.1306	-0.0036	-0.0094	0.3326	0.4875
GSE36363	GSM889724	GPL3720	Normal	75	195	-3.9205	21.5430	-0.6196	1.9603	0.0049	0.0005	0.0826	0.4796
GSE36363	GSM889725	GPL3720	Normal	70	210	-5.4065	28.1687	-0.9936	2.9068	-0.0177	-0.0123	0.8766	0.4775
GSE36363	GSM889726	GPL3720	Normal	74	374	-2.6852	17.5972	-0.6929	2.2353	-0.0087	-0.0038	0.7973	0.5169
GSE36363	GSM889727	GPL3720	Normal	70	148	5.4674	28.6018	-0.9614	3.1700	0.0027	-0.0043	0.2134	0.4895
GSE36363	GSM889728	GPL3720	Normal	174	331	-2.3919	4.6346	-0.7617	2.3249	-0.0075	0.0015	0.6091	0.5104
GSE36363	GSM889729	GPL3720	Normal	73	218	-5.3778	28.1024	-0.5369	1.6099	-0.0052	0.0000	0.6678	0.4532
GSE36363	GSM889730	GPL3720	Normal	84	226	-4.9933	28.8952	-0.6961	1.8730	0.0014	-0.0069	0.3010	0.4636
GSE36363	GSM889731	GPL3720	Normal	109	150	-4.1290	17.0498	-0.8129	2.4301	-0.0002	0.0015	0.5477	0.4821
GSE36363	GSM889732	GPL3720	Normal	127	400	-2.1298	3.2933	-0.5906	1.8078	-0.0079	0.0000	0.6177	0.4887
GSE36363	GSM889733	GPL3720	Normal	76	380	-6.0292	46.1051	-0.8795	2.6102	-0.0073	-0.0019	0.9018	0.5197
GSE36363	GSM889734	GPL3720	Normal	77	315	2.7686	23.5664	0.1140	-0.1481	0.0068	-0.0003	0.2280	0.5180
GSE36363	GSM889735	GPL3720	Normal	75	163	2.6639	31.7561	0.0463	-0.1347	0.0121	0.0034	0.3047	0.4908
GSE36438	GSM893475	GPL3720	Tumor	165	332	-2.4158	9.7162	-0.2863	-0.1626	-0.0210	-0.0134	0.5247	0.4998
GSE36438	GSM893476	GPL3720	Tumor	257	241	-0.5578	4.1980	-0.0442	0.9056	-0.0305	-0.0414	0.4891	0.4999
GSE36438	GSM893478	GPL3720	Tumor	583	363	0.4826	2.5140	-0.0535	0.9269	-0.0297	0.0225	0.6093	0.4985
GSE36438	GSM893477	GPL3720	Tumor	162	287	0.9555	6.3586	-0.1060	0.8087	-0.0184	-0.0086	0.6041	0.5035
GSE36438	GSM893479	GPL3720	Tumor	301	258	0.2804	2.3310	0.1158	0.6887	-0.0212	0.0000	0.5429	0.5058
GSE36438	GSM893480	GPL3720	Tumor	333	265	-1.0466	0.8540	-0.5035	1.7906	-0.0376	0.0241	0.7176	0.5052
GSE36438	GSM893481	GPL3720	Tumor	807	174	-1.3576	2.4680	-0.5891	2.3180	-0.0462	0.0000	0.6097	0.5061
GSE36438	GSM893482	GPL3720	Tumor	88	273	-5.8313	40.1532	-0.1670	0.4956	-0.0148	-0.0093	0.6066	0.4842
GSE36438	GSM893483	GPL3720	Tumor	125	262	-2.0228	10.7268	-0.1906	0.4987	-0.0088	0.0000	0.5414	0.4924
GSE36438	GSM893484	GPL3720	Tumor	198	310	0.0209	4.1956	-0.0472	0.4006	-0.0131	-0.0062	0.5714	0.5016
GSE36438	GSM893485	GPL3720	Tumor	337	289	1.1452	4.2604	0.1000	1.1897	-0.0201	-0.0658	0.3904	0.5023
GSE36438	GSM893486	GPL3720	Tumor	76	300	5.7789	32.0020	-0.1837	0.4325	-0.0105	-0.0081	0.6098	0.5012
GSE36438	GSM893487	GPL3720	Tumor	493	296	-0.0404	1.8469	-0.1448	0.5288	-0.0241	-0.0109	0.5251	0.4940
GSE36438	GSM893488	GPL3720	Tumor	522	295	-0.5526	3.4175	-0.0224	1.0254	-0.0260	-0.0235	0.5060	0.5003
GSE36438	GSM893489	GPL3720	Tumor	265	403	0.5243	7.5447	-0.0088	0.5802	-0.0297	-0.0019	0.5709	0.5056
GSE36438	GSM893490	GPL3720	Tumor	1972	233	-0.8103	0.5683	-0.4810	0.7843	-0.0275	0.0000	0.5445	0.4964
GSE36438	GSM893491	GPL3720	Tumor	144	293	-1.7187	10.0456	-0.1917	1.2432	-0.0195	-0.0332	0.4541	0.4870
GSE36438	GSM893492	GPL3720	Tumor	187	224	-0.2918	4.9621	-0.1534	0.6854	-0.0296	-0.0666	0.4564	0.5027
GSE36438	GSM893493	GPL3720	Tumor	296	332	1.0140	4.8513	-0.1556	0.6923	-0.0119	0.0271	0.5859	0.4975
GSE36438	GSM893494	GPL3720	Tumor	159	248	-0.2784	6.4681	-0.1514	0.5237	-0.0087	-0.0074	0.5658	0.5291
GSE36438	GSM893495	GPL3720	Tumor	170	298	0.0768	10.4135	-0.2765	0.8893	-0.0236	-0.0089	0.5921	0.4974
GSE36438	GSM893496	GPL3720	Tumor	321	279	-0.7482	4.7912	-0.1954	0.4430	-0.0360	-0.0036	0.5572	0.4914
GSE36438	GSM893497	GPL3720	Tumor	414	282	-0.4068	4.6849	-0.1797	0.3327	-0.0225	-0.0265	0.4854	0.5005
GSE36438	GSM893498	GPL3720	Tumor	247	234	-1.0931	3.2118	-0.2912	0.5611	-0.0192	-0.0246	0.4558	0.4974
GSE36438	GSM893499	GPL3720	Tumor	91	231	-0.3877	26.3517	-0.1472	0.4139	-0.0072	-0.0078	0.4819	0.5237
GSE36438	GSM893500	GPL3720	Tumor	85	238	1.6122	17.1702	-0.2445	-0.0721	-0.0243	-0.0134	0.6377	0.5274
GSE36438	GSM893501	GPL3720	Tumor	246	316	-0.0335	2.4616	-0.1051	0.3713	-0.0154	0.0097	0.5916	0.5042
GSE36438	GSM893502	GPL3720	Tumor	174	263	-1.2080	5.2447	-0.2744	-0.1893	-0.0111	0.0243	0.7288	0.5045
GSE36438	GSM893503	GPL3720	Tumor	112	240	0.3707	7.1356	-0.2829	-0.1081	-0.0163	-0.0212	0.4638	0.5098
GSE36438	GSM893504	GPL3720	Tumor	148	222	-0.7205	12.7368	-0.1656	0.6772	-0.0249	-0.0321	0.4958	0.5100
GSE36438	GSM893505	GPL3720	Tumor	127	229	-2.2577	11.1100	-0.0862	0.3509	-0.0136	0.0062	0.6447	0.4902
GSE36438	GSM893506	GPL3720	Tumor	103	123	0.1061	16.8686	-0.1227	0.5634	-0.0086	0.0164	0.6924	0.5154
GSE36438	GSM893507	GPL3720	Tumor	505	314	-0.8117	2.4369	-0.1532	0.3158	-0.0253	-0.0151	0.5162	0.5051
GSE36438	GSM893508	GPL3720	Normal	74	104	-6.5434	49.8757	-0.3919	0.1244	0.0016	0.0034	0.5283	0.4874
GSE36438	GSM893509	GPL3720	Normal	82	262	-4.4526	33.8925	-0.3491	0.0512	-0.0180	-0.0106	0.6630	0.5008
GSE36438	GSM893510	GPL3720	Normal	84	288	-1.4223	14.4188	-0.4216	0.1433	0.0026	0.0030	0.5353	0.4950
GSE36438	GSM893511	GPL3720	Normal	82	179	-4.3778	18.3818	-0.4263	0.2138	-0.0027	-0.0039	0.3582	0.4889
GSE36438	GSM893512	GPL3720	Normal	90	126	-1.3880	6.7376	-0.3628	2.6439	-0.0440	-0.0328	0.8630	0.4868
GSE36438	GSM893513	GPL3720	Normal	99	258	0.0984	13.0746	0.0333	1.9525	-0.0281	-0.0298	0.4396	0.5069
GSE36438	GSM893514	GPL3720	Normal	107	317	-0.9016	10.1925	0.0918	2.0107	-0.0230	-0.0228	0.5497	0.5253
GSE36438	GSM893515	GPL3720	Normal	123	314	-0.7605	4.3999	0.1787	2.0571	-0.0257	-0.0268	0.4981	0.5305
GSE36438	GSM893516	GPL3720	Normal	1049	320	-1.4057	1.6691	-1.4009	4.8993	-0.0286	0.0319	0.6349	0.4993
GSE36438	GSM893517	GPL3720	Normal	85	283	-0.3228	11.3587	-0.0119	1.8627	-0.0240	-0.0265	0.3948	0.4665
GSE36458	GSM893363	GPL6801	Tumor	454	1297	-0.8796	2.7854	-0.1889	1.3902	0.0341	0.0252	0.4638	0.4995
GSE36458	GSM893364	GPL6801	Tumor	810	1681	-0.9377	4.9354	-0.1439	1.8316	0.1246	0.0845	0.4458	0.5006
GSE36458	GSM893368	GPL6801	Tumor	501	1902	-1.2687	5.8894	0.3776	2.5660	0.0953	0.0888	0.4678	0.5009
GSE36458	GSM893369	GPL6801	Tumor	702	2130	-2.1079	8.0303	-0.1961	4.7094	0.0861	0.0665	0.1710	0.5006
GSE36458	GSM893370	GPL6801	Tumor	969	1663	-1.7840	8.1221	-0.0961	2.6688	0.0301	0.0397	0.5959	0.4999
GSE36458	GSM893372	GPL6801	Tumor	489	1828	-1.3946	4.2343	-0.5766	7.8700	0.0019	-0.0268	0.2824	0.4967
GSE36458	GSM893373	GPL6801	Tumor	540	1466	-2.3126	9.3734	-0.4260	6.1290	0.0496	0.0077	0.4414	0.4977
GSE36458	GSM893374	GPL6801	Tumor	350	2044	-1.0406	2.9008	0.4395	4.7877	-0.0556	-0.0760	0.2368	0.5046
GSE36458	GSM893377	GPL6801	Tumor	524	1493	-0.8838	3.3649	-0.1295	1.7577	-0.0799	-0.1037	0.4304	0.4976
GSE36458	GSM893379	GPL6801	Tumor	490	1398	-0.8483	3.3896	0.7502	4.4663	-0.0042	0.0000	0.5077	0.4903
GSE36458	GSM893382	GPL6801	Tumor	2712	1792	-2.3494	14.1416	-0.3266	3.1434	0.2505	0.2532	0.5196	0.4970
GSE36458	GSM893385	GPL6801	Tumor	1665	1509	-1.2314	6.9610	-0.1464	1.2696	0.2107	0.1895	0.4623	0.5019
GSE36458	GSM893388	GPL6801	Tumor	1672	1269	-2.5610	14.8563	-0.5104	7.5417	0.1703	0.1542	0.3512	0.4977
GSE36458	GSM893389	GPL6801	Tumor	995	1265	-1.8229	6.0035	-0.3633	2.4744	0.1249	0.1370	0.5376	0.5000
GSE36458	GSM893391	GPL6801	Tumor	595	1224	-1.3754	3.4115	-0.1596	3.1445	0.0626	-0.0050	0.3250	0.4978
GSE36458	GSM893392	GPL6801	Tumor	598	1498	-1.2667	2.8380	-0.5370	3.6693	0.0032	0.0301	0.6759	0.5054
GSE36458	GSM893394	GPL6801	Tumor	2159	928	-1.6776	5.6777	-0.4680	2.2927	0.1952	0.2018	0.5205	0.4997
GSE36458	GSM893395	GPL6801	Tumor	408	1638	-0.1833	5.1069	0.2961	3.2427	0.1071	0.1165	0.5454	0.5006
GSE36458	GSM893396	GPL6801	Tumor	849	1832	-0.8887	10.0847	0.0806	5.2611	0.1422	0.1453	0.5361	0.5051
GSE36458	GSM893399	GPL6801	Tumor	231	1330	-1.4000	3.3032	-0.4743	1.4545	0.0487	0.0606	0.6307	0.5151
GSE36458	GSM893402	GPL6801	Tumor	1379	1367	-1.5414	6.0995	-0.2260	3.8737	0.0861	0.1105	0.5554	0.5012
GSE36458	GSM893404	GPL6801	Tumor	687	1108	-0.9032	1.8492	-0.3938	2.5042	0.0657	0.0189	0.2778	0.4960
GSE36458	GSM893405	GPL6801	Tumor	1165	1418	-1.4123	5.1168	-0.0520	2.3336	0.1151	0.0687	0.4285	0.4995
GSE36458	GSM893407	GPL6801	Tumor	2612	1399	-1.8043	11.4682	-0.3220	3.1376	0.2602	0.2589	0.4816	0.4991
GSE36458	GSM893414	GPL6801	Tumor	705	1880	-0.5017	4.4133	-0.1654	7.4257	0.1001	0.1152	0.5615	0.5003
GSE36458	GSM893419	GPL6801	Tumor	325	1805	-1.1603	3.5781	0.0399	4.6307	0.0228	-0.0325	0.3542	0.5038
GSE36458	GSM893424	GPL6801	Tumor	773	1345	-1.1378	1.5425	-0.8494	5.0892	-0.0565	-0.0284	0.6807	0.5001
GSE36458	GSM893427	GPL6801	Tumor	1305	1511	-1.0203	6.4776	0.0742	2.0875	-0.1201	-0.1243	0.4902	0.5004
GSE36458	GSM893428	GPL6801	Tumor	917	1999	-0.6276	6.3718	-0.0687	4.3422	-0.0317	-0.0272	0.5270	0.4988
GSE36458	GSM893431	GPL6801	Tumor	1017	1422	-2.4545	11.8773	-0.4073	4.8392	-0.0664	-0.0536	0.5595	0.4996
GSE36458	GSM893432	GPL6801	Tumor	1631	1872	-1.1507	5.5796	-0.1396	1.6917	-0.2046	-0.1823	0.5807	0.5003
GSE36458	GSM893433	GPL6801	Tumor	1313	1315	-1.5521	6.9925	-0.3562	4.1085	-0.1621	-0.1497	0.5492	0.4990
GSE36458	GSM893438	GPL6801	Tumor	1188	1658	-1.2312	6.7338	0.0992	1.8998	-0.0774	-0.0826	0.4764	0.4956
GSE36458	GSM893439	GPL6801	Tumor	1485	228	-1.2947	4.5970	-0.1976	2.9851	-0.1863	-0.1781	0.5171	0.5002
GSE36458	GSM893440	GPL6801	Tumor	2082	1130	-0.7915	5.3246	0.0964	2.3188	-0.1758	-0.1571	0.5508	0.5000
GSE36458	GSM893441	GPL6801	Tumor	1486	1304	-2.0667	8.5680	-0.3659	4.3411	-0.1312	-0.1282	0.5031	0.4993
GSE36458	GSM893444	GPL6801	Tumor	1121	1012	-0.5740	3.3995	0.0957	1.4146	-0.1254	-0.1885	0.4745	0.4991
GSE36458	GSM893447	GPL6801	Tumor	1787	466	-1.4720	11.0138	-0.1632	4.2111	-0.2048	-0.1986	0.5305	0.4994
GSE36458	GSM893450	GPL6801	Tumor	1621	1247	-0.8765	3.1841	-0.1124	0.8865	-0.1894	-0.1985	0.4909	0.4992
GSE36458	GSM893453	GPL6801	Tumor	3341	1813	-2.0577	18.1431	-0.1162	2.3441	-0.3113	-0.2932	0.5537	0.4995
GSE36458	GSM893454	GPL6801	Tumor	1103	1414	-1.9137	11.0948	-0.1310	3.6850	-0.0345	-0.0170	0.5562	0.4988
GSE36458	GSM893459	GPL6801	Tumor	1332	2006	-1.5432	7.6442	-0.0825	1.6348	-0.1869	-0.1768	0.5384	0.4999
GSE36458	GSM893460	GPL6801	Tumor	2575	424	-1.2710	4.6801	-0.2929	2.3148	-0.2170	-0.1948	0.5613	0.5005
GSE36458	GSM893462	GPL6801	Tumor	1455	1269	-1.0409	5.6155	-0.0912	3.9465	-0.1303	-0.0921	0.6306	0.4987
GSE36458	GSM893463	GPL6801	Tumor	1404	659	-2.3142	8.3796	-0.4762	5.5226	-0.0859	-0.0610	0.5566	0.4999
GSE36458	GSM893464	GPL6801	Tumor	1232	1717	-1.3721	6.6787	-0.1362	3.4602	-0.1714	-0.1576	0.5342	0.5003
GSE36458	GSM893466	GPL6801	Tumor	2595	1756	-1.2303	6.1165	-0.0700	0.9560	-0.1752	-0.1889	0.4768	0.5002
GSE36458	GSM893666	GPL6801	Tumor	1299	536	-0.7548	2.5592	-0.0680	0.7169	-0.2447	-0.2986	0.4273	0.4996
GSE36458	GSM893667	GPL6801	Tumor	1630	1906	-2.4102	15.2452	-0.3138	3.7319	-0.1506	-0.1552	0.4857	0.4996
GSE36458	GSM893668	GPL6801	Tumor	2410	1683	-1.0967	5.3288	-0.1657	2.0183	-0.2616	-0.2472	0.5455	0.4994
GSE36458	GSM893670	GPL6801	Tumor	2591	1969	-1.1589	9.5419	-0.0214	1.4862	-0.2866	-0.2988	0.4432	0.4999
GSE36458	GSM893673	GPL6801	Tumor	1756	1838	-1.0434	7.4082	-0.1722	2.1472	-0.1979	-0.1927	0.5322	0.5000
GSE36458	GSM893677	GPL6801	Tumor	2043	1875	-0.3504	6.0246	-0.0148	0.9622	-0.2763	-0.2641	0.5500	0.5003
GSE36458	GSM893678	GPL6801	Tumor	1619	2096	-0.5202	6.1015	0.0921	1.3330	-0.1439	-0.1580	0.4692	0.5002
GSE36458	GSM893679	GPL6801	Tumor	1668	1814	-0.3731	6.3982	0.0480	1.6063	-0.1875	-0.1526	0.6626	0.4995
GSE36458	GSM893682	GPL6801	Tumor	668	905	-0.3977	4.9382	-0.3365	2.6252	-0.1789	-0.1709	0.5367	0.5004
GSE36458	GSM893683	GPL6801	Tumor	1601	1331	-1.7193	8.0190	-0.2116	2.5929	-0.1990	-0.2187	0.4410	0.5002
GSE36458	GSM893684	GPL6801	Tumor	904	1346	-0.4692	3.1747	-0.0147	2.6292	-0.0418	-0.0941	0.4749	0.4997
GSE36458	GSM893687	GPL6801	Tumor	1707	1697	-1.1374	8.2164	-0.0250	1.6695	-0.2075	-0.2265	0.4263	0.4999
GSE36458	GSM893688	GPL6801	Tumor	1146	2043	-2.0524	9.4504	-0.2796	2.6279	-0.0936	-0.0920	0.5044	0.4998
GSE36458	GSM893689	GPL6801	Tumor	1076	1392	-1.3262	5.7102	-0.0476	2.8237	-0.0442	-0.0721	0.4453	0.4983
GSE36458	GSM893691	GPL6801	Tumor	1038	1024	-1.5994	5.5445	-2.0181	27.2675	-0.1059	-0.1212	0.3958	0.4958
GSE36458	GSM893692	GPL6801	Tumor	752	1312	-1.5912	4.5435	-0.4406	4.3452	-0.0175	-0.0113	0.5380	0.5017
GSE36458	GSM893694	GPL6801	Tumor	1054	1268	-1.1997	5.3040	-0.0916	3.7265	-0.1704	-0.1637	0.5549	0.5023
GSE36458	GSM893699	GPL6801	Tumor	3823	956	0.1600	6.4269	0.3266	2.8606	-0.2731	-0.2599	0.5163	0.4979
GSE36458	GSM893702	GPL6801	Tumor	926	1117	-1.8786	5.9600	-0.6379	5.3069	-0.0782	-0.0643	0.5506	0.4977
GSE36458	GSM893706	GPL6801	Tumor	1190	1208	-2.4255	9.5223	-0.3427	3.0743	-0.1263	-0.1108	0.5631	0.4984
GSE36458	GSM893707	GPL6801	Tumor	766	314	-2.5247	9.3836	-5.0475	96.3211	-0.0738	-0.0464	0.6870	0.5016
GSE36458	GSM893708	GPL6801	Tumor	1098	920	-1.3927	4.2565	-0.3767	3.3018	-0.1000	-0.0609	0.6179	0.4966
GSE36458	GSM893711	GPL6801	Tumor	602	1461	-0.0856	1.6879	-0.4201	3.9460	-0.0081	0.0397	0.6211	0.4966
GSE36458	GSM893712	GPL6801	Tumor	727	1521	-1.3828	3.8968	-0.2234	2.8373	-0.0250	-0.0096	0.5310	0.5029
GSE36458	GSM893713	GPL6801	Tumor	1160	1600	-1.6297	6.1525	-0.3172	2.8147	-0.1600	-0.1543	0.5168	0.5000
GSE36458	GSM893714	GPL6801	Tumor	1087	1614	-1.1300	3.0457	-0.3665	4.3104	-0.1168	-0.1547	0.4168	0.5006
GSE36458	GSM893715	GPL6801	Tumor	750	1542	-0.6844	2.6491	-0.0577	2.4820	-0.0436	-0.0920	0.4579	0.5000
GSE36458	GSM893716	GPL6801	Tumor	1407	1067	-2.0717	9.1033	-0.3149	3.3508	-0.1722	-0.1629	0.5332	0.5000
GSE36458	GSM893718	GPL6801	Tumor	326	662	0.7002	3.6909	1.0694	3.8787	-0.2111	-0.1554	0.7232	0.5024
GSE36458	GSM893719	GPL6801	Tumor	810	1135	-1.3711	4.4542	-0.7420	10.1056	-0.0408	-0.0413	0.4988	0.5005
GSE36458	GSM893721	GPL6801	Tumor	740	1343	-0.8257	3.8723	-0.1973	4.5581	0.0061	0.0167	0.6004	0.4972
GSE36458	GSM893724	GPL6801	Tumor	624	1291	-2.1442	7.5300	-0.6046	8.2784	0.0368	0.0238	0.2735	0.4957
GSE36458	GSM893725	GPL6801	Tumor	680	345	-1.1107	1.6451	-0.4412	2.9576	-0.0627	0.0067	0.5632	0.4983
GSE36458	GSM893726	GPL6801	Tumor	1064	1155	-1.4129	7.2844	-0.2835	3.1072	-0.0654	-0.0602	0.5104	0.5018
GSE36458	GSM893728	GPL6801	Tumor	766	1974	-0.8445	4.5136	-0.0504	0.5179	-0.2391	-0.2590	0.2692	0.4959
GSE36458	GSM893729	GPL6801	Tumor	2250	1478	-0.7857	5.4720	0.0666	0.2677	-0.4092	-0.4354	0.4008	0.4999
