Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM548795	GSE22082	1.4914	120	68	0.3215	2	-1.5467	poor	3: poor quality, indiscernible CNAs with many waves
GSM548802	GSE22082	1.6949	116	268	0.4727	2	-1.5502	poor	3: poor quality, indiscernible CNAs with many waves
GSM548803	GSE22082	2.4357	22	76	0.2796	2	-0.0429	poor	3: poor quality, indiscernible CNAs with many waves
GSM548804	GSE22082	1.7762	120	107	0.4525	2	-2.2304	poor	3: poor quality, indiscernible CNAs with many waves
GSM548817	GSE22082	1.7314	101	154	0.4059	2	-2.2338	poor	3: poor quality, indiscernible CNAs with many waves
GSM548818	GSE22082	3.6465	40	58	0.397	1	1.5959	good	2: good quality, discernible CNAs with few waves
GSM548819	GSE22082	1.6732	120	233	0.3897	2	-1.8585	poor	3: poor quality, indiscernible CNAs with many waves
GSM548820	GSE22082	1.8749	118	216	1.1922	2	-1.0285	poor	3: poor quality, indiscernible CNAs with many waves
GSM548828	GSE22082	1.474	110	61	1.1379	2	-1.0049	poor	3: poor quality, indiscernible CNAs with many waves
GSM548829	GSE22082	1.6648	118	101	0.5469	2	-1.9958	poor	3: poor quality, indiscernible CNAs with many waves
GSM548926	GSE22082	1.6605	120	88	0.553	2	-2.0291	poor	3: poor quality, indiscernible CNAs with many waves
GSM548927	GSE22082	1.9192	119	206	1.2611	2	-0.9478	poor	3: poor quality, indiscernible CNAs with many waves
GSM548928	GSE22082	1.3083	3	26	0.4226	1	0.5863	good	5: good quality, control or without many CNAs
GSM548929	GSE22082	1.1742	120	23	0.3986	2	-0.5184	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM548930	GSE22082	1.4119	13	25	0.4131	1	0.2455	good	5: good quality, control or without many CNAs
GSM548931	GSE22082	2.2902	6	23	0.4085	1	1.3233	good	2: good quality, discernible CNAs with few waves
GSM548936	GSE22082	1.2232	120	25	0.4043	2	-0.7423	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM548937	GSE22082	1.3583	112	37	0.4311	2	-1.723	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM548938	GSE22082	1.2036	119	23	0.3948	2	-0.4447	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM548939	GSE22082	1.6594	119	80	0.4589	2	-2.3196	poor	3: poor quality, indiscernible CNAs with many waves
GSM548940	GSE22082	2.2749	13	35	0.2552	1	1.7862	good	2: good quality, discernible CNAs with few waves
GSM548941	GSE22082	1.702	120	163	0.3772	2	-2.1743	poor	3: poor quality, indiscernible CNAs with many waves
GSM548942	GSE22082	1.4962	120	34	0.283	1	0.5603	good	5: good quality, control or without many CNAs
GSM548943	GSE22082	2.9268	3	28	0.2589	1	1.1938	good	2: good quality, discernible CNAs with few waves
GSM548966	GSE22082	1.7391	115	133	0.4246	2	-2.2392	poor	3: poor quality, indiscernible CNAs with many waves
GSM548967	GSE22082	1.2191	119	24	0.2614	1	1.3529	good	5: good quality, control or without many CNAs
GSM555167	GSE22305	1.1556	120	24	0.3873	2	-0.4222	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM555168	GSE22305	1.1303	119	22	0.3877	2	-0.2765	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM555169	GSE22305	3.3797	25	37	0.3921	1	2.3439	good	2: good quality, discernible CNAs with few waves
GSM555170	GSE22305	3.8277	15	35	0.4023	1	2.4159	good	2: good quality, discernible CNAs with few waves
GSM555171	GSE22305	4.1142	44	65	0.4537	1	1.1124	good	2: good quality, discernible CNAs with few waves
GSM555172	GSE22305	3.6314	73	67	0.4084	1	0.655	good	2: good quality, discernible CNAs with few waves
GSM555173	GSE22305	4.3104	39	49	0.4405	1	1.9194	good	2: good quality, discernible CNAs with few waves
GSM555174	GSE22305	2.448	90	88	0.4046	2	-1.3379	poor	3: poor quality, indiscernible CNAs with many waves
GSM555175	GSE22305	3.9321	39	60	0.4043	1	1.6639	good	2: good quality, discernible CNAs with few waves
GSM555176	GSE22305	3.4506	39	69	0.3989	1	0.9567	good	2: good quality, discernible CNAs with few waves
GSM555177	GSE22305	4.9464	25	41	0.4449	1	2.3582	good	2: good quality, discernible CNAs with few waves
GSM555178	GSE22305	2.9215	109	147	0.4129	2	-1.5815	poor	1: hypersegmented, discernible CNAs with some waves
GSM555179	GSE22305	7.7524	52	52	0.4144	1	2.2039	good	2: good quality, discernible CNAs with few waves
GSM555180	GSE22305	4.8895	120	105	0.3825	1	0.1141	good	2: good quality, discernible CNAs with few waves
GSM555181	GSE22305	3.622	40	61	0.3905	1	1.5021	good	2: good quality, discernible CNAs with few waves
GSM555182	GSE22305	1.7453	82	44	0.4441	2	-1.5202	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM555183	GSE22305	5.5912	71	59	0.3907	1	1.9849	good	2: good quality, discernible CNAs with few waves
GSM555184	GSE22305	4.9179	31	55	0.4188	1	2.1858	good	2: good quality, discernible CNAs with few waves
GSM555185	GSE22305	2.301	120	36	0.3723	2	-0.0104	poor	3: poor quality, indiscernible CNAs with many waves
GSM555186	GSE22305	5.3895	49	61	0.4037	1	2.0947	good	2: good quality, discernible CNAs with few waves
GSM555187	GSE22305	4.3346	51	58	0.4104	1	1.7618	good	2: good quality, discernible CNAs with few waves
GSM555188	GSE22305	6.892	71	70	0.3907	1	1.8343	good	2: good quality, discernible CNAs with few waves
GSM557940	GSE22461	4.708	49	51	0.3853	1	2.3602	good	2: good quality, discernible CNAs with few waves
GSM557941	GSE22461	5.1308	29	39	0.3727	1	2.9129	good	2: good quality, discernible CNAs with few waves
GSM557942	GSE22461	4.6217	29	58	0.3691	1	2.297	good	2: good quality, discernible CNAs with few waves
GSM567088	GSE22839	2.7001	48	163	0.443	2	-1.7326	poor	1: hypersegmented, discernible CNAs with some waves
GSM567089	GSE22839	2.1899	100	120	0.331	2	-1.8259	poor	3: poor quality, indiscernible CNAs with many waves
GSM567090	GSE22839	1.4781	6	30	0.3888	1	0.8016	good	5: good quality, control or without many CNAs
GSM567091	GSE22839	1.4709	21	36	0.3764	1	0.3224	good	5: good quality, control or without many CNAs
GSM567092	GSE22839	2.5094	104	164	0.3045	2	-1.8523	poor	1: hypersegmented, discernible CNAs with some waves
GSM567093	GSE22839	1.7469	120	221	0.3284	2	-1.9398	poor	3: poor quality, indiscernible CNAs with many waves
GSM567094	GSE22839	4.1088	120	151	0.3438	2	-0.9243	poor	1: hypersegmented, discernible CNAs with some waves
GSM567095	GSE22839	1.5777	120	93	0.421	2	-2.3619	poor	3: poor quality, indiscernible CNAs with many waves
GSM567096	GSE22839	1.9848	73	73	0.3475	2	-1.0605	poor	3: poor quality, indiscernible CNAs with many waves
GSM567097	GSE22839	1.6585	120	200	0.2884	2	-1.9349	poor	3: poor quality, indiscernible CNAs with many waves
GSM567098	GSE22839	1.8028	119	642	0.3292	2	-0.8745	poor	3: poor quality, indiscernible CNAs with many waves
GSM567099	GSE22839	1.84	120	202	0.4525	2	-1.8597	poor	3: poor quality, indiscernible CNAs with many waves
GSM567100	GSE22839	1.845	120	303	0.4129	2	-1.5744	poor	3: poor quality, indiscernible CNAs with many waves
GSM567101	GSE22839	1.8268	118	173	0.4321	2	-2.0469	poor	3: poor quality, indiscernible CNAs with many waves
GSM567102	GSE22839	1.7093	120	231	0.3583	2	-1.9001	poor	3: poor quality, indiscernible CNAs with many waves
GSM567103	GSE22839	1.5702	118	87	0.2828	2	-1.6027	poor	3: poor quality, indiscernible CNAs with many waves
GSM567104	GSE22839	2.3443	120	236	0.5131	2	-1.4781	poor	3: poor quality, indiscernible CNAs with many waves
GSM567105	GSE22839	1.3515	115	32	0.3823	2	-0.8016	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM567106	GSE22839	1.8568	107	182	0.5208	2	-1.7269	poor	3: poor quality, indiscernible CNAs with many waves
GSM567107	GSE22839	1.7489	119	121	0.4099	2	-2.2614	poor	3: poor quality, indiscernible CNAs with many waves
GSM567108	GSE22839	1.7696	120	189	0.3583	2	-2.0784	poor	3: poor quality, indiscernible CNAs with many waves
GSM567109	GSE22839	2.2907	41	54	0.3794	1	0.3678	good	2: good quality, discernible CNAs with few waves
GSM574241	GSE23414	1.1305	113	22	0.4943	2	-1.5745	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM574242	GSE23414	1.0878	111	22	0.4379	2	-1.004	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608313	GSE24690	1.1735	113	22	0.3996	2	-0.4282	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608314	GSE24690	1.1797	120	22	0.4324	2	-0.9355	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608315	GSE24690	1.2326	120	22	0.3706	1	0.0301	good	5: good quality, control or without many CNAs
GSM608316	GSE24690	1.2906	119	22	0.4266	2	-0.816	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608317	GSE24690	1.1952	120	22	0.39	2	-0.2979	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608318	GSE24690	1.2352	119	22	0.3163	1	0.8797	good	5: good quality, control or without many CNAs
GSM608319	GSE24690	1.1859	120	23	0.3325	1	0.5462	good	5: good quality, control or without many CNAs
GSM608320	GSE24690	1.1792	120	23	0.3524	1	0.2308	good	5: good quality, control or without many CNAs
GSM608321	GSE24690	1.2548	120	336	0.8011	2	-1.047	poor	3: poor quality, indiscernible CNAs with many waves
GSM608322	GSE24690	1.3491	119	211	0.7176	2	-1.0919	poor	3: poor quality, indiscernible CNAs with many waves
GSM608323	GSE24690	1.3706	115	324	0.7429	2	-1.0604	poor	3: poor quality, indiscernible CNAs with many waves
GSM608324	GSE24690	1.4276	108	376	0.859	2	-1.0652	poor	3: poor quality, indiscernible CNAs with many waves
GSM608325	GSE24690	1.3626	120	167	0.8769	2	-0.9955	poor	3: poor quality, indiscernible CNAs with many waves
GSM608326	GSE24690	1.2189	120	90	0.8656	2	-0.9849	poor	3: poor quality, indiscernible CNAs with many waves
GSM608327	GSE24690	1.4013	120	170	0.756	2	-1.0741	poor	3: poor quality, indiscernible CNAs with many waves
GSM608328	GSE24690	1.5178	118	188	0.8101	2	-1.0317	poor	3: poor quality, indiscernible CNAs with many waves
GSM608329	GSE24690	1.4026	116	107	0.8245	2	-1.0254	poor	3: poor quality, indiscernible CNAs with many waves
GSM608330	GSE24690	1.3485	120	119	0.9685	2	-0.9658	poor	3: poor quality, indiscernible CNAs with many waves
GSM608331	GSE24690	1.3985	120	120	0.9056	2	-0.9717	poor	3: poor quality, indiscernible CNAs with many waves
GSM608332	GSE24690	1.4172	120	238	0.8784	2	-1.0258	poor	3: poor quality, indiscernible CNAs with many waves
GSM608333	GSE24690	1.3644	81	95	0.7401	2	-1.2818	poor	3: poor quality, indiscernible CNAs with many waves
GSM608334	GSE24690	1.2719	120	75	0.6237	2	-1.7973	poor	3: poor quality, indiscernible CNAs with many waves
GSM608335	GSE24690	1.4115	120	122	0.6069	2	-1.6092	poor	3: poor quality, indiscernible CNAs with many waves
GSM608336	GSE24690	1.3844	120	125	0.5758	2	-1.7455	poor	3: poor quality, indiscernible CNAs with many waves
GSM608337	GSE24690	1.3371	119	91	0.6743	2	-1.4376	poor	3: poor quality, indiscernible CNAs with many waves
GSM608338	GSE24690	1.3802	120	122	0.6448	2	-1.4363	poor	3: poor quality, indiscernible CNAs with many waves
GSM608339	GSE24690	1.3377	119	84	0.5561	2	-2.1457	poor	3: poor quality, indiscernible CNAs with many waves
GSM608340	GSE24690	1.3489	119	81	0.6205	2	-1.7812	poor	3: poor quality, indiscernible CNAs with many waves
GSM608341	GSE24690	1.3118	117	79	0.6508	2	-1.6245	poor	3: poor quality, indiscernible CNAs with many waves
GSM608342	GSE24690	1.2438	120	57	0.729	2	-1.3136	poor	3: poor quality, indiscernible CNAs with many waves
GSM608343	GSE24690	1.2458	120	56	0.6479	2	-1.7505	poor	3: poor quality, indiscernible CNAs with many waves
GSM608344	GSE24690	1.2852	120	65	0.6598	2	-1.6345	poor	3: poor quality, indiscernible CNAs with many waves
GSM608345	GSE24690	1.1976	120	24	0.9125	2	-1.0274	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608346	GSE24690	1.1966	120	22	1.0846	2	-0.9398	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608347	GSE24690	1.2027	120	22	0.9687	2	-0.9985	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608348	GSE24690	1.2366	120	22	1.3417	2	-0.9723	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608349	GSE24690	1.201	120	25	1.1299	2	-0.9478	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608350	GSE24690	1.1647	120	22	1.2952	2	-0.9519	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608351	GSE24690	1.1973	119	22	1.1505	2	-0.9209	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608352	GSE24690	1.1757	120	22	1.1361	2	-0.92	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608353	GSE24690	1.169	120	22	0.9489	2	-1.0035	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608354	GSE24690	1.2118	120	22	1.2938	2	-0.9625	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608355	GSE24690	1.2097	120	23	1.24	2	-0.9491	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM608356	GSE24690	1.287	120	24	1.3043	2	-0.9899	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM617116	GSE24690	1.3605	118	22	0.3667	1	0.1558	good	5: good quality, control or without many CNAs
GSM617117	GSE24690	1.1069	118	22	0.3932	2	-0.3663	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM617118	GSE24690	1.1856	119	22	0.3061	1	0.9972	good	5: good quality, control or without many CNAs
GSM617121	GSE24690	1.2288	120	24	0.3022	1	0.92	good	5: good quality, control or without many CNAs
GSM617122	GSE24690	1.2672	120	24	0.4089	2	-0.7202	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM617123	GSE24690	1.2627	120	22	0.3121	1	0.9406	good	5: good quality, control or without many CNAs
GSM617124	GSE24690	1.2355	119	22	0.293	1	1.1773	good	5: good quality, control or without many CNAs
GSM617125	GSE24690	1.3214	120	24	0.367	2	-0.025	poor	3: poor quality, indiscernible CNAs with many waves
GSM617126	GSE24690	1.6578	5	25	0.233	1	1.2766	good	2: good quality, discernible CNAs with few waves
GSM617127	GSE24690	1.1989	120	22	0.4063	2	-0.5528	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM617128	GSE24690	1.2298	118	22	0.3326	1	0.6469	good	5: good quality, control or without many CNAs
GSM617129	GSE24690	1.2634	119	22	0.3811	2	-0.1248	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM618321	GSE25170	1.3362	120	22	0.3772	2	-0.0374	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM618322	GSE25170	1.2472	120	23	0.4282	2	-0.9331	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM618323	GSE25170	2.8749	13	37	0.379	1	1.964	good	2: good quality, discernible CNAs with few waves
GSM778485	GSE25170	3.834	33	44	0.4398	1	1.898	good	2: good quality, discernible CNAs with few waves
GSM778486	GSE25170	3.6489	13	32	0.4058	1	2.3107	good	2: good quality, discernible CNAs with few waves
GSM623648	GSE25399	2.5228	12	28	0.3816	1	1.8553	good	2: good quality, discernible CNAs with few waves
GSM623649	GSE25399	1.5732	116	28	0.6971	2	-1.3957	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623650	GSE25399	1.8483	120	42	0.687	2	-1.3926	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623651	GSE25399	7.0819	12	75	0.3921	1	0.95	good	2: good quality, discernible CNAs with few waves
GSM623652	GSE25399	2.7968	12	32	0.3962	1	1.909	good	2: good quality, discernible CNAs with few waves
GSM623653	GSE25399	1.8011	12	27	0.6982	2	-1.3705	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623654	GSE25399	1.5953	109	39	0.461	2	-1.8564	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623655	GSE25399	2.0903	113	67	0.4747	2	-1.8202	poor	3: poor quality, indiscernible CNAs with many waves
GSM623656	GSE25399	2.1101	15	38	0.4096	1	0.9222	good	2: good quality, discernible CNAs with few waves
GSM623657	GSE25399	1.6645	120	27	0.7604	2	-1.1623	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623658	GSE25399	1.5812	111	24	0.7118	2	-1.3043	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623659	GSE25399	1.6256	120	29	0.7213	2	-1.2915	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623660	GSE25399	2.043	119	68	0.4542	2	-1.8489	poor	3: poor quality, indiscernible CNAs with many waves
GSM623661	GSE25399	1.8067	120	42	0.704	2	-1.343	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623662	GSE25399	1.6331	95	29	0.6777	2	-1.5344	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623663	GSE25399	1.7414	109	44	0.4931	2	-1.9949	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623664	GSE25399	1.4986	106	25	0.7568	2	-1.2225	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623665	GSE25399	1.6329	120	27	0.7883	2	-1.1152	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623666	GSE25399	1.7437	119	26	0.6975	2	-1.307	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623667	GSE25399	2.0207	117	52	0.4717	2	-1.7267	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623668	GSE25399	1.9735	120	49	0.4821	2	-1.785	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623669	GSE25399	1.547	119	24	0.7438	2	-1.1949	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623670	GSE25399	2.3227	18	25	0.7436	2	-1.2703	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623671	GSE25399	1.6643	120	28	0.7688	2	-1.1513	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623672	GSE25399	1.7067	120	28	0.6737	2	-1.4272	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM623673	GSE25399	1.8594	96	33	0.7742	2	-1.2037	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
